desc,id,name,other.comment,other.created_by,other.creation_date,other.deprecated,other.disjointWith,other.hasAlternativeId,other.namespace,other.onProperty,other.someValuesFrom,other.subset,other.xref,relations.can_be,relations.is_a,id_type,id_number
,DOID:6098,thalamic neoplasm,,,,,,[DOID:6096],[disease_ontology],,,,"[NCI:C4576, NCI:C6221, SNOMEDCT_US_2016_03_01:188287005, UMLS_CUI:C0346902, UMLS_CUI:C1336733]",[DOID:3644],[DOID:3843],DOID,6098
"An autosomal recessive congenital ichthyosis characterized by ichthyosis, hypotrichosis, photophobia, corneal opacity, pingueculum, blepharitis, marked acanthosis, otrhohyperkeratosis and hyperkeratosis that has_material_basis_in homozygous mutation in the ST14 gene on chromosome 11q24.",DOID:0060720,autosomal recessive congenital ichthyosis 11,,,,,,,,,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:Q80.8, OMIM:602400]",,[DOID:0060655],DOID,60720
,DOID:6090,adult leptomeningeal melanoma,,,,,,,[disease_ontology],,,,"[NCI:C5319, UMLS_CUI:C1332204]",,[DOID:6085],DOID,6090
"A dysostosis characterized by cranium bifidum, severe hypertelorism, median cleft lip and palate, nasal bifurcation, brachycephaly, large fontanelle, tibial hemimelia, preaxial polydactyly of the feet and brain malformations.",DOID:0060342,acromelic frontonasal dysostosis,,[emitraka],[2015-05-26T16:44:46Z],,,,[disease_ontology],,,,[OMIM:603671],,[DOID:1934],DOID,60342
,DOID:5207,monodermal teratoma,,,,,,,[disease_ontology],,,,"[NCI:C7286, SNOMEDCT_US_2016_03_01:399632009, UMLS_CUI:C1302569]",[DOID:2641],"[DOID:5563, DOID:5567]",DOID,5207
,DOID:1257,Transient hypertension of pregnancy,,,,[true],,"[DOID:1256, DOID:12946, DOID:2259]",[disease_ontology],,,,,,,DOID,1257
,DOID:5205,inborn errors fructose metabolism,,,,[true],,,[disease_ontology],,,,,,,DOID,5205
,UBERON:0001757,,,,,,,,,,,,,,,UBERON,1757
,DOID:6897,Malposition and malpresentation of fetus,,,,[true],,,[disease_ontology],,,,,,,DOID,6897
,DOID:6894,AIDS-related cervical Kaposi's sarcoma,,,,[true],,,[disease_ontology],,,,,,,DOID,6894
A Kaposi's sarcoma and AIDS-related malignancy that results_in the occurence of Kaposi's sarcoma in people that have progressed to AIDS.,DOID:6895,AIDS-related Kaposi's sarcoma,,,,[true],,,[disease_ontology],,,,,,,DOID,6895
,DOID:5200,urinary tract obstruction,,,,,,,[disease_ontology],,,,"[ICD10CM:N13.9, ICD9CM:599.6, ICD9CM:599.60, NCI:C3675, NCI:C79805, SNOMEDCT_US_2016_03_01:197936002, SNOMEDCT_US_2016_03_01:266567006, SNOMEDCT_US_2016_03_01:266636004, SNOMEDCT_US_2016_03_01:7163005, UMLS_CUI:C0178879]","[DOID:11111, DOID:5199]",[DOID:18],DOID,5200
,DOID:6898,ovary mixed epithelial carcinoma,,,,,,,[disease_ontology],,,,[UMLS_CUI:C0279392],,[DOID:4001],DOID,6898
,DOID:6899,malignant ovarian mixed epithelial neoplasm,,,,,,,[disease_ontology],,,,"[NCI:C40090, UMLS_CUI:C1518232]",,[DOID:6211],DOID,6899
,DOID:198,mesonephric tumor,,,,[true],,,[disease_ontology],,,,,,,DOID,198
"A viral infectious disease that results_in infection, has_material_basis_in Rift Valley fever virus, which is transmitted_by Aedes mosquitoes. The virus affects domestic animals (cattle, buffalo, sheep, goats, and camels) and humans. The infection has_symptom jaundice, has_symptom vomiting blood, has_symptom passing blood in the feces, has_symptom ecchymoses (caused by bleeding in the skin), has_symptom bleeding from the nose or gums, has_symptom menorrhagia and has_symptom bleeding from venepuncture sites.",DOID:1328,Rift Valley fever,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease],"[ICD10CM:A92.4, MESH:D012295, SNOMEDCT_US_2016_03_01:402917003, SNOMEDCT_US_2016_03_01:7077006, UMLS_CUI:C0035613]",,"[DOID:37, DOID:934]",DOID,1328
A respiratory system cancer that is located_in the bronchus.,DOID:1325,bronchus cancer,,,,,,,[disease_ontology],,,,"[ICD10CM:C34, ICD10CM:C34.9, ICD9CM:162.9, SNOMEDCT_US_2016_03_01:187875007, SNOMEDCT_US_2016_03_01:190092003, SNOMEDCT_US_2016_03_01:269465004, UMLS_CUI:C0348343]","[DOID:3904, DOID:3924]",[DOID:0050615],DOID,1325
A respiratory system cancer that is located_in the lung.,DOID:1324,lung cancer,,,,,,"[DOID:13075, DOID:1322, DOID:9881]",[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#TopNodes_DOcancerslim],"[ICD10CM:C34.1, ICD10CM:C34.2, ICD10CM:C34.3, ICD9CM:162.3, ICD9CM:162.4, ICD9CM:162.5, ICD9CM:162.8, OMIM:211980, OMIM:608935, OMIM:612571, OMIM:612593, OMIM:614210, SNOMEDCT_US_2016_03_01:187860004, SNOMEDCT_US_2016_03_01:187863002, SNOMEDCT_US_2016_03_01:187864008, SNOMEDCT_US_2016_03_01:187867001, SNOMEDCT_US_2016_03_01:187868006, SNOMEDCT_US_2016_03_01:187871003, SNOMEDCT_US_2016_03_01:187874006, SNOMEDCT_US_2016_03_01:269464000, UMLS_CUI:C0024624, UMLS_CUI:C0153491, UMLS_CUI:C0153492, UMLS_CUI:C0153493]","[DOID:0050870, DOID:2784, DOID:3905, DOID:3924, DOID:4765, DOID:5410, DOID:5764, DOID:6760, DOID:7696, DOID:8007]","[DOID:0050615, DOID:850]",DOID,1324
A reproductive organ cancer that is located_in the sex cord-derived tissues of the ovary and testis.,DOID:192,sex cord-gonadal stromal tumor,,,,,,[DOID:12293],[disease_ontology],,,,"[MESH:D018312, NCI:C3794, NCI:C39948, SNOMEDCT_US_2016_03_01:115221000, SNOMEDCT_US_2016_03_01:134323003, SNOMEDCT_US_2016_03_01:189724009, SNOMEDCT_US_2016_03_01:189741006, SNOMEDCT_US_2016_03_01:253028001, SNOMEDCT_US_2016_03_01:71440001, UMLS_CUI:C0206724, UMLS_CUI:C1515289]","[DOID:0050616, DOID:0050617, DOID:0050618, DOID:2999, DOID:4757]",[DOID:193],DOID,192
An organ system cancer that is manifested in the reproductive organs.,DOID:193,reproductive organ cancer,,,,,,[DOID:1900],[disease_ontology],[http://purl.obolibrary.org/obo/RO_0001025],[http://purl.obolibrary.org/obo/UBERON_0000990],[http://purl.obolibrary.org/obo/doid#DO_MGI_slim],"[NCI:C3674, UMLS_CUI:C0178830]","[DOID:120, DOID:192, DOID:3301, DOID:3856]","[DOID:0050686, DOID:15]",DOID,193
,DOID:194,gonadal tissue neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,194
,DOID:195,reproductive endocrine cancer,,,,[true],,,[disease_ontology],,,,,,,DOID,195
,DOID:1323,"malignant neoplasm of trachea, bronchus and lung",,,,[true],,,[disease_ontology],,,,,,,DOID,1323
,DOID:197,glandular cell epithelial neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,197
,DOID:5208,malignant struma ovarii,,,,,,,[disease_ontology],,,,"[NCI:C4291, SNOMEDCT_US_2016_03_01:18854008, UMLS_CUI:C0334525]",,[DOID:2640],DOID,5208
,DOID:5209,benign struma ovarii,,,,,,,[disease_ontology],,,,"[NCI:C40012, UMLS_CUI:C1511104]",,[DOID:2640],DOID,5209
,DOID:0050641,Rh deficiency syndrome,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,[OMIM:268150],,[DOID:583],DOID,50641
"A fungal infectious disease that results_in infection of internal organs and tissues located_in human body, has_material_basis_in Fungi, which enter the body via the respiratory tract, through the gut, paranasal sinuses or skin and spread through the bloodstream to multiple organs.",DOID:0050136,systemic mycosis,,,,,,,[disease_ontology],,,,,"[DOID:0050292, DOID:2473]",[DOID:1564],DOID,50136
,DOID:0050643,anonychia congenita,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,[OMIM:206800],,[DOID:4123],DOID,50643
"A fungal infectious disease that results_in infection of the keratinized layers located_in skin, located_in hair or located_in nail, which extends deeper into the epidermis, has_material_basis_in Fungi and results_in_formation_of skin lesions.",DOID:0050134,cutaneous mycosis,,,,,,,[disease_ontology],,,,,"[DOID:1563, DOID:8913]",[DOID:1564],DOID,50134
"A fungal infectious disease that results_in infection of the outermost layer located_in skin or located_in hair shaft, has_material_basis_in Fungi. No living tissue is invaded and there is no cellular response from the host.",DOID:0050133,superficial mycosis,[Adding a UMLS CUI for piedra C2980104.],,,,,[DOID:13370],[disease_ontology],,,,"[ICD10CM:B36.9, MESH:D010854, SNOMEDCT_US_2016_03_01:154408001, SNOMEDCT_US_2016_03_01:187002008, SNOMEDCT_US_2016_03_01:187476003, SNOMEDCT_US_2016_03_01:266218008, SNOMEDCT_US_2016_03_01:276206000, SNOMEDCT_US_2016_03_01:402135006, SNOMEDCT_US_2016_03_01:47382004, UMLS_CUI:C0031898, UMLS_CUI:C2980104]","[DOID:12711, DOID:13902, DOID:8912, DOID:9060]",[DOID:1564],DOID,50133
"A gastrointestinal system infectious disease involving diarrhea that occurs when there is damage to the mucosal lining or brush border, which leads to a passive loss of protein-rich fluids, and a decreased ability to absorb these lost fluids. It can be caused by bacterial infections, viral infections, parasitic infections, or autoimmune problems such as inflammatory bowel diseases. It can also be caused by tuberculosis, colon cancer, and enteritis.",DOID:0050132,inflammatory diarrhea,,,,,,,[disease_ontology],,,,,,[DOID:13250],DOID,50132
"Motility-related diarrhea is a diarrhea which is caused by the rapid movement of food through the intestines (hypermotility). If the food moves too quickly through the GI tract, there is not enough time for sufficient nutrients and water to be absorbed.",DOID:0050131,motility-related diarrhea,,,,,,,[disease_ontology],,,,,,[DOID:13250],DOID,50131
"Osmotic diarrhea is a dirrhea where diarrhea occurs when too much water is drawn into the bowels. This can be the result of maldigestion (e.g., pancreatic disease or Coeliac disease), in which the nutrients are left in the lumen to pull in water. Osmotic diarrhea can also be caused by osmotic laxatives (which work to alleviate constipation by drawing water into the bowels). In healthy individuals, too much magnesium or vitamin C or undigested lactose can produce osmotic diarrhea and distention of the bowel. A person who does not have lactose intolerance can have difficulty absorbing lactose after an extraordinarily high intake of dairy products.",DOID:0050130,osmotic diarrhea,,,,,,,[disease_ontology],,,,,,[DOID:13250],DOID,50130
,DOID:0050649,atransferrinemia,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,[OMIM:209300],,[DOID:896],DOID,50649
,DOID:0050648,atelosteogenesis,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[OMIM:108720, OMIM:108721, OMIM:256050]",,[DOID:2256],DOID,50648
"A opisthorchiasis that involves parasitic infection of the liver, biliary ducts, pancreas and pancreatic ducts by Opisthorchis felineus. The symptoms include fever, general malaise, skin rash, gastrointestinal disturbances, severe anemia and liver damage.",DOID:0050139,Opisthorchis felineus infectious disease,,,,[true],,,[disease_ontology],,,,,,,DOID,50139
,DOID:0050138,podoconiosis,,,,,,,[disease_ontology],,,,,,[DOID:4976],DOID,50138
,DOID:5665,external ear cancer,,,,,,,[disease_ontology],,,,"[NCI:C4653, SNOMEDCT_US_2016_03_01:277156006, UMLS_CUI:C0349576]",[DOID:4288],"[DOID:379, DOID:833]",DOID,5665
,DOID:5842,testis seminoma,,,,,,,[disease_ontology],,,,"[MESH:D018239, NCI:C7328, NCI:C9309, SNOMEDCT_US_2016_03_01:154532006, SNOMEDCT_US_2016_03_01:188228003, SNOMEDCT_US_2016_03_01:189840000, SNOMEDCT_US_2016_03_01:189841001, SNOMEDCT_US_2016_03_01:255107005, SNOMEDCT_US_2016_03_01:269603004, SNOMEDCT_US_2016_03_01:36741007, SNOMEDCT_US_2016_03_01:443675005, UMLS_CUI:C0036631]","[DOID:6706, DOID:7269, DOID:7891, DOID:8358]","[DOID:4440, DOID:5556]",DOID,5842
,DOID:5667,sweat gland carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C6938, SNOMEDCT_US_2016_03_01:254707006, SNOMEDCT_US_2016_03_01:254708001, SNOMEDCT_US_2016_03_01:32272007, UMLS_CUI:C1412016]",[DOID:4933],"[DOID:2095, DOID:3451]",DOID,5667
A carcinoma that is a malignant epithelial neoplasm densely infiltrated by lymphoid cells.,DOID:5660,lymphoepithelioma-like carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C4107, SNOMEDCT_US_2016_03_01:7300000, UMLS_CUI:C0334254]",,[DOID:305],DOID,5660
,DOID:5845,anterolateral myocardial infarction,,,,,,,[disease_ontology],,,,"[MESH:D056988, UMLS_CUI:C0262564]",,[DOID:5844],DOID,5845
"A carcinoma that is consisting of spindle or giant cells (or both) combined with squamous cell carcinoma, adenocarcinoma, or large-cell carcinoma.",DOID:5662,pleomorphic carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C4094, SNOMEDCT_US_2016_03_01:16741004, UMLS_CUI:C0334233]",,[DOID:305],DOID,5662
"A reproductive system disease that impairs the ability to reproduce and is located in the uterus, vagina, cervix, ovaries or fallopian tubes.",DOID:229,female reproductive system disease,,,,,,,[disease_ontology],,,,"[ICD9CM:629.9, MESH:D005831, SNOMEDCT_US_2016_03_01:156032001, SNOMEDCT_US_2016_03_01:156066005, SNOMEDCT_US_2016_03_01:198486002, SNOMEDCT_US_2016_03_01:244938009, SNOMEDCT_US_2016_03_01:266680004, SNOMEDCT_US_2016_03_01:310789003, SNOMEDCT_US_2016_03_01:38233001, UMLS_CUI:C0017411]","[DOID:0060329, DOID:1003, DOID:1100, DOID:121, DOID:12735, DOID:1284, DOID:13938, DOID:14133, DOID:1962, DOID:2059, DOID:2273, DOID:289, DOID:345, DOID:429, DOID:4333, DOID:727, DOID:7518, DOID:851]",[DOID:15],DOID,229
,DOID:5848,apical myocardial infarction,,,,,,,[disease_ontology],,,,"[NCI:C36073, UMLS_CUI:C3642319]",,[DOID:5844],DOID,5848
"Ankylosis is a arthropathy where there is a stiffness of a joint, the result of injury or disease. The rigidity may be complete or partial and may be due to inflammation of the tendinous or muscular structures outside the joint or of the tissues of the joint itself.",DOID:227,ankylosis,,,,,,,[disease_ontology],,,,"[ICD10CM:M24.6, ICD9CM:718.5, ICD9CM:718.50, MESH:D000844, SNOMEDCT_US_2016_03_01:111227009, SNOMEDCT_US_2016_03_01:156559001, SNOMEDCT_US_2016_03_01:156569007, SNOMEDCT_US_2016_03_01:202297005, SNOMEDCT_US_2016_03_01:202323002, SNOMEDCT_US_2016_03_01:36504009, UMLS_CUI:C0003090]",[DOID:12661],[DOID:381],DOID,227
,DOID:224,transient cerebral ischemia,,,,,,[DOID:2315],[disease_ontology],,,,"[ICD10CM:G45.9, ICD9CM:435.8, MESH:D002546, NCI:C50781, SNOMEDCT_US_2016_03_01:155404005, SNOMEDCT_US_2016_03_01:195196001, SNOMEDCT_US_2016_03_01:195207009, SNOMEDCT_US_2016_03_01:266257000, SNOMEDCT_US_2016_03_01:266314007, SNOMEDCT_US_2016_03_01:313242003, SNOMEDCT_US_2016_03_01:38609002, UMLS_CUI:C0007787, UMLS_CUI:C0155728]","[DOID:13003, DOID:13095, DOID:223]",[DOID:2316],DOID,224
A disease comprised of a group of signs and symptoms that occur together and characterize a particular abnormality.,DOID:225,syndrome,,,,,,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_MGI_slim],"[MESH:D013577, NCI:C28193, SNOMEDCT_US_2016_03_01:64572001, UMLS_CUI:C0039082]","[DOID:0050468, DOID:0050526, DOID:0050549, DOID:0050740, DOID:0050763, DOID:0050769, DOID:0050782, DOID:0050834, DOID:0050858, DOID:0050867, DOID:0050880, DOID:0050881, DOID:0050885, DOID:0060218, DOID:0060221, DOID:0060225, DOID:0060227, DOID:0060229, DOID:0060231, DOID:0060232, DOID:0060233, DOID:0060238, DOID:0060239, DOID:0060254, DOID:0060289, DOID:0060291, DOID:0060339, DOID:0060347, DOID:0060349, DOID:0060352, DOID:0060365, DOID:0060469, DOID:0060471, DOID:0060473, DOID:0060476, DOID:0060479, DOID:0060481, DOID:0060482, DOID:0060483, DOID:0060484, DOID:0060485, DOID:0060486, DOID:0060488, DOID:0060535, DOID:0060549, DOID:0060550, DOID:0060558, DOID:0060563, DOID:0060565, DOID:0060566, DOID:0060589, DOID:0060590, DOID:0060610, DOID:0060614, DOID:0060641, DOID:0060644, DOID:0060647, DOID:0060858, DOID:0060889, DOID:0080040, DOID:0080105, DOID:0080106, DOID:0080107, DOID:0080138, DOID:0080139, DOID:0080140, DOID:0080141, DOID:0080142, DOID:0080180, DOID:0090066, DOID:10632, DOID:11042, DOID:11198, DOID:11549, DOID:11577, DOID:11612, DOID:1166, DOID:11824, DOID:13002, DOID:13087, DOID:13095, DOID:13677, DOID:14021, DOID:14283, DOID:14525, DOID:14679, DOID:14780, DOID:14796, DOID:1925, DOID:223, DOID:2508, DOID:2907, DOID:2926, DOID:3047, DOID:3490, DOID:3557, DOID:4491, DOID:4534, DOID:4624, DOID:4661, ...]",[DOID:4],DOID,225
"An otitis externa involving infection of the tissue surrounding the cartilage of the earlobe (pinna), ear canal, or both. It may be caused by injury, burns, insect bites, ear piercing, or a boil on the ear. The common bacterial causative agent is Pseudomonas aeruginosa. Symptoms include redness, pain, fever, swelling of the earlobe and pus accumulation between the cartilage and the layer of connective tissue around it.",DOID:222,perichondritis of auricle,,,,,,,[disease_ontology],"[http://purl.obolibrary.org/obo/RO_0001025, http://purl.obolibrary.org/obo/RO_0001025]","[http://purl.obolibrary.org/obo/UBERON_0001757, http://purl.obolibrary.org/obo/UBERON_0001757]",,"[ICD10CM:H61.0, ICD10CM:H61.00, ICD10CM:H61.009, ICD9CM:380.0, ICD9CM:380.00, SNOMEDCT_US_2016_03_01:155210008, SNOMEDCT_US_2016_03_01:194194008, SNOMEDCT_US_2016_03_01:194197001, SNOMEDCT_US_2016_03_01:236871000119109, SNOMEDCT_US_2016_03_01:34129005, UMLS_CUI:C0155389]","[DOID:14243, DOID:221]",[DOID:9463],DOID,222
,DOID:223,basilar artery insufficiency,,,,,,,[disease_ontology],,,,"[ICD9CM:435.0, MESH:D014715, NCI:C34413, SNOMEDCT_US_2016_03_01:195197005, SNOMEDCT_US_2016_03_01:64009001, UMLS_CUI:C0004812]",,"[DOID:224, DOID:225, DOID:6713]",DOID,223
A perichondritis of auricle with a sudden onset and a short course.,DOID:221,acute perichondritis of pinna,,,,,,,[disease_ontology],,,,"[ICD9CM:380.01, SNOMEDCT_US_2016_03_01:45855004, UMLS_CUI:C0155390]",,[DOID:222],DOID,221
,DOID:10557,maternal distress,,,,[true],,,[disease_ontology],,,,,,,DOID,10557
"A vascular disease that is characterized by severe supine hypotension in late pregnancy, whose clinical presentation ranges from minimal cardiovascular alterations to severe shock, resulting from inferior vena cava compression by gravid uterus.",DOID:10556,supine hypotensive syndrome,,,,,,"[DOID:10555, DOID:12413]",[disease_ontology],,,,"[ICD9CM:669.20, UMLS_CUI:C0157456]",,[DOID:178],DOID,10556
,DOID:9545,recurrent plasma cell neoplasm,,,,[true],,,[disease_ontology],,,,,,,DOID,9545
A central nervous system disease that involves encephalitis which occurs along with meningitis.,DOID:10554,meningoencephalitis,,,,,,,[disease_ontology],,,,"[ICD10CM:A69.22, ICD10CM:G04, MESH:D008590, NCI:C34813, SNOMEDCT_US_2016_03_01:7125002, UMLS_CUI:C0025309]",,[DOID:331],DOID,10554
,DOID:9321,intervertebral disc disorder,,,,[true],,"[DOID:10984, DOID:10985, DOID:12831]",[disease_ontology],,,,,,,DOID,9321
"A toxoplasmosis that occurs in patients with AIDS or weakened immune system, who develop the infection due to reactivation, present with ring-enhancing intracranial mass lesions or encephalitis. The symptoms include headache, altered mental status, seizures, coma, fever, motor or sensory loss, cranial nerve palsies, visual abnormalities, and focal seizures.",DOID:10551,cerebral toxoplasmosis,,,,[true],,,[disease_ontology],,,,,,,DOID,10551
A otosalpingitis with a sudden onset and a short course.,DOID:10550,acute eustachian salpingitis,,,,,,,[disease_ontology],,,,"[ICD10CM:H68.01, ICD10CM:H68.019, ICD9CM:381.51, SNOMEDCT_US_2016_03_01:13043002, SNOMEDCT_US_2016_03_01:194268005, UMLS_CUI:C0155429]",,[DOID:2000],DOID,10550
,DOID:4138,bile duct disease,,,,,,,[disease_ontology],,,,"[MESH:D001649, NCI:C96716, SNOMEDCT_US_2016_03_01:118926004, SNOMEDCT_US_2016_03_01:197455006, UMLS_CUI:C0005395]","[DOID:0050613, DOID:0050876, DOID:10209, DOID:13580, DOID:4137, DOID:4606, DOID:5125, DOID:5381, DOID:5468, DOID:899, DOID:9446]",[DOID:9741],DOID,4138
,DOID:3726,puerperal disease,,,,[true],,,[disease_ontology],,,,,,,DOID,3726
,DOID:3671,pericoronitis,,,,,,,[disease_ontology],,,,"[MESH:D010497, SNOMEDCT_US_2016_03_01:22240003, UMLS_CUI:C0031055]",,[DOID:1483],DOID,3671
"A childhood kidney neoplasm that is located_in the in the kidney as well as other locations outside the kidneys such as the liver, muscle, heart, lung, soft tissues, skin, the central nervous system.",DOID:3672,rhabdoid cancer,,,,,,,[disease_ontology],,,,"[MESH:D018335, NCI:C3808, SNOMEDCT_US_2016_03_01:189812005, SNOMEDCT_US_2016_03_01:83118000, UMLS_CUI:C0206743]",[DOID:3674],[DOID:3675],DOID,3672
,DOID:3675,childhood kidney neoplasm,,,,,,,[disease_ontology],,,,"[NCI:C6563, UMLS_CUI:C1333003]","[DOID:3672, DOID:4773]",[DOID:263],DOID,3675
A embryonal cancer that is located in the kidney.,DOID:3674,kidney rhabdoid cancer,,,,,,,[disease_ontology],,,,"[NCI:C8715, UMLS_CUI:C0854917]",,[DOID:3672],DOID,3674
,DOID:3677,pulmonary plasma cell granuloma,,,,,,,[disease_ontology],,,,"[MESH:D016726, SNOMEDCT_US_2016_03_01:1648002, SNOMEDCT_US_2016_03_01:254641006, SNOMEDCT_US_2016_03_01:707373004, UMLS_CUI:C0085269]",,[DOID:850],DOID,3677
,DOID:5129,simple partial epilepsy,,,,,,,[disease_ontology],,,,"[ICD9CM:345.51, UMLS_CUI:C0154712]",,[DOID:2234],DOID,5129
"A collagen disease that is characterized by extremely flexible joints, elastic skin, and excessive bruising caused by a heritable defect in collagen synthesis, which leads to marked healing difficulties. EDS has five cardinal signs, which may be present to some degree in all of the subtypes. These five cardinal signs are skin fragility, blood vessel fragility, skin hyperelasticity, joint hypermobility, and characteristic subcutaneous nodules.",DOID:13359,Ehlers-Danlos syndrome,"[OMIM mapping confirmed by DO. [LS].
OMIM mapping by NeuroDevNet. [LS].]",,,,,[DOID:14696],[disease_ontology],,,,"[ICD10CM:Q79.6, ICD9CM:756.83, MESH:D004535, NCI:C34568, OMIM:225400, SNOMEDCT_US_2016_03_01:157008000, SNOMEDCT_US_2016_03_01:2300005, SNOMEDCT_US_2016_03_01:238848002, SNOMEDCT_US_2016_03_01:268352002, SNOMEDCT_US_2016_03_01:398114001, UMLS_CUI:C0013720]","[DOID:0050802, DOID:14720, DOID:14756, DOID:14757, DOID:14759, DOID:14775]",[DOID:854],DOID,13359
A kyphosis that results_in abnormal formation located_in body of vertebra.,DOID:4668,congenital kyphosis,,,,[true],,,[disease_ontology],,,,,,,DOID,4668
,DOID:757,thyrotoxicosis with toxic single thyroid nodule,,,,[true],,,[disease_ontology],,,,,,,DOID,757
,DOID:13356,senile ectropion,,,,,,,[disease_ontology],,,,"[ICD9CM:374.11, SNOMEDCT_US_2016_03_01:71659009, UMLS_CUI:C0155193]",,[DOID:1570],DOID,13356
,DOID:13357,chondromalacia patellae,[OMIM mapping confirmed by DO. [SN].],,,,,,[disease_ontology],,,,"[ICD10CM:M22.4, ICD9CM:717.7, MESH:D046789, OMIM:168900, SNOMEDCT_US_2016_03_01:156521009, SNOMEDCT_US_2016_03_01:36071006, UMLS_CUI:C0008475]",,[DOID:2557],DOID,13357
,DOID:13350,gender identity disorder in children,,,,[true],,,[disease_ontology],,,,,,,DOID,13350
,DOID:13351,pedophilia,,,,,,,[disease_ontology],,,,"[ICD10CM:F65.4, ICD9CM:302.2, MESH:D010378, NCI:C94355, SNOMEDCT_US_2016_03_01:154907002, SNOMEDCT_US_2016_03_01:192516001, SNOMEDCT_US_2016_03_01:268763002, SNOMEDCT_US_2016_03_01:84002002, UMLS_CUI:C0030764]",,[DOID:0060044],DOID,13351
"A gender identity disorder that is characterized by having a sexual orientation or an attraction that is at odds with one's idealized self-image, causing anxiety and a desire to change one's orientation or become more comfortable with one's sexual orientation.",DOID:13352,ego-dystonic sexual orientation,,,,,,,[disease_ontology],,,,"[ICD9CM:302.0, SNOMEDCT_US_2016_03_01:52813007, UMLS_CUI:C0233880]",,[DOID:1234],DOID,13352
,DOID:13353,diffuse interstitial keratitis,,,,,,,[disease_ontology],,,,"[ICD10CM:H16.32, ICD9CM:370.52, SNOMEDCT_US_2016_03_01:17157001, SNOMEDCT_US_2016_03_01:193785001, SNOMEDCT_US_2016_03_01:267635007, UMLS_CUI:C0155089]",,[DOID:9857],DOID,13353
,DOID:4107,primary Flavobacteriaceae infectious disease,,,,[true],,,[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease],,,,DOID,4107
,DOID:12349,primary eye hypotony,,,,,,,[disease_ontology],,,,"[ICD10CM:H44.44, ICD9CM:360.31, SNOMEDCT_US_2016_03_01:2251002, UMLS_CUI:C0154782]",,[DOID:790],DOID,12349
,DOID:12346,hyperkinetic heart syndrome,,,,[true],,,[disease_ontology],,,,,,,DOID,12346
An osteochondrodysplasia that has_material_basis_in a deficiency in type-I collagen which results_in brittle bones and defective connective tissue.,DOID:12347,osteogenesis imperfecta,"[Xref MGI.
OMIM mapping confirmed by DO. [SN].]",,,,,[DOID:14708],[disease_ontology],,,[http://purl.obolibrary.org/obo/doid#DO_rare_slim],"[ICD10CM:Q78.0, ICD9CM:756.51, MESH:D010013, NCI:C26837, NCI:C99003, OMIM:PS166200, ORDO:666, SNOMEDCT_US_2016_03_01:157008000, SNOMEDCT_US_2016_03_01:205492005, SNOMEDCT_US_2016_03_01:205493000, SNOMEDCT_US_2016_03_01:205494006, SNOMEDCT_US_2016_03_01:205498009, SNOMEDCT_US_2016_03_01:254105005, SNOMEDCT_US_2016_03_01:254106006, SNOMEDCT_US_2016_03_01:254107002, SNOMEDCT_US_2016_03_01:254108007, SNOMEDCT_US_2016_03_01:254109004, SNOMEDCT_US_2016_03_01:268352002, SNOMEDCT_US_2016_03_01:3508009, SNOMEDCT_US_2016_03_01:385482004, SNOMEDCT_US_2016_03_01:78314001, UMLS_CUI:C0023931, UMLS_CUI:C0029434]","[DOID:0060438, DOID:0110334, DOID:0110335, DOID:0110336, DOID:0110337, DOID:0110338, DOID:0110339, DOID:0110340, DOID:0110341, DOID:0110342, DOID:0110343, DOID:0110344, DOID:0110345, DOID:0110346, DOID:0110347, DOID:0110348, DOID:0110349, DOID:0110350, DOID:0110351]",[DOID:2256],DOID,12347
A malignant retroperitoneal cancer and sarcoma that is located_in the retroperitoneal space.,DOID:12341,retroperitoneal sarcoma,,,,,,,[disease_ontology],,,,"[NCI:C4832, SNOMEDCT_US_2016_03_01:307219002, UMLS_CUI:C0585129]",[DOID:5284],[DOID:5875],DOID,12341
,DOID:12342,retroperitoneum carcinoma,,,,,,,[disease_ontology],,,,"[NCI:C7352, UMLS_CUI:C0948749]",,"[DOID:305, DOID:5875]",DOID,12342
